round,steps,score,coins,crates,bombs,kills,invalid,killed_self,reward,epsilon
1,95,0,0,9,2,0,37,1,-183.4,0.3
2,46,1,1,5,2,0,18,1,-98.5,0.2985
3,27,0,0,3,1,0,7,1,-90.2,0.297
4,8,0,0,3,1,0,3,1,-67.0,0.2955
5,107,0,0,7,2,0,18,1,-109.2,0.294
6,6,0,0,4,1,0,3,1,-64.5,0.2926
7,36,1,1,9,2,0,8,1,-57.0,0.2911
8,5,0,0,2,1,0,3,1,-64.5,0.2897
9,18,0,0,3,1,0,4,1,-59.6,0.2882
10,99,2,2,4,2,0,25,1,-149.2,0.2868
11,5,0,0,4,1,0,3,1,-62.5,0.2853
12,71,1,1,5,2,0,12,1,-68.9,0.2839
13,5,0,0,3,1,0,2,1,-60.5,0.2825
14,251,8,8,20,6,0,54,1,-183.1,0.2811
15,13,0,0,2,1,0,2,1,-70.5,0.2797
16,58,2,2,6,2,0,11,1,-62.9,0.2783
17,20,0,0,4,1,0,4,1,-77.1,0.2769
18,73,2,2,6,2,0,20,1,-121.6,0.2755
19,64,1,1,9,2,0,15,1,-89.5,0.2741
20,26,3,3,6,2,0,7,1,-42.3,0.2727
21,10,0,0,3,1,0,4,1,-68.1,0.2714
22,24,0,0,8,2,0,6,1,-60.0,0.27
23,172,1,1,10,2,0,22,1,-115.2,0.2687
24,32,0,0,4,2,0,5,1,-72.8,0.2673
25,23,0,0,3,1,0,8,1,-87.7,0.266
26,26,0,0,2,1,0,5,1,-89.5,0.2647
27,56,1,1,5,2,0,12,1,-82.1,0.2633
28,102,4,4,7,4,0,13,1,-79.2,0.262
29,317,10,10,28,10,0,49,1,-92.9,0.2607
30,50,0,0,3,1,0,16,1,-110.1,0.2594
31,12,0,0,2,1,0,4,1,-59.1,0.2581
32,48,0,0,5,3,0,16,1,-95.0,0.2568
33,18,0,0,3,1,0,5,1,-78.6,0.2555
34,6,0,0,4,1,0,3,1,-63.5,0.2543
35,22,0,0,4,1,0,3,1,-55.6,0.253
36,121,1,1,11,3,0,21,1,-109.7,0.2517
37,112,1,1,5,3,0,31,1,-175.9,0.2505
38,62,0,0,2,1,0,8,1,-81.1,0.2492
39,132,3,3,12,3,0,21,1,-120.7,0.248
40,200,0,0,2,1,0,41,1,-217.2,0.2467
41,41,0,0,2,1,0,7,1,-80.0,0.2455
42,48,1,1,4,2,0,13,1,-76.2,0.2443
43,353,5,5,17,8,0,41,1,-112.9,0.243
44,375,3,3,13,8,0,28,1,-99.4,0.2418
45,32,0,0,4,1,0,4,1,-60.7,0.2406
46,104,1,1,8,2,0,19,1,-106.1,0.2394
47,396,9,9,27,10,0,36,1,-70.3,0.2382
48,212,8,8,12,4,0,24,1,-49.3,0.237
49,194,1,1,7,3,0,32,1,-140.3,0.2358
50,142,0,0,5,1,0,25,1,-121.4,0.2347
51,61,0,0,5,1,0,6,1,-69.1,0.2335
52,13,0,0,5,1,0,4,1,-56.4,0.2323
53,27,0,0,2,1,0,7,1,-84.5,0.2312
54,33,0,0,2,1,0,5,1,-71.7,0.23
55,92,0,0,2,1,0,9,1,-88.8,0.2289
56,144,1,1,12,3,0,18,1,-83.4,0.2277
57,60,0,0,3,2,0,15,1,-92.1,0.2266
58,286,2,2,13,5,0,37,1,-143.8,0.2254
59,157,5,5,14,4,0,13,1,-34.9,0.2243
60,32,0,0,3,1,0,3,1,-65.8,0.2232
61,23,0,0,4,1,0,3,1,-65.3,0.2221
62,61,1,1,4,2,0,10,1,-69.0,0.221
63,227,2,2,7,2,0,27,1,-118.7,0.2199
64,80,0,0,2,2,0,11,1,-83.5,0.2188
65,400,2,2,11,7,0,53,0,-159.0,0.2177
66,56,3,3,7,2,0,3,1,-34.9,0.2166
67,145,1,1,6,2,0,16,1,-102.3,0.2155
68,212,1,1,4,2,0,18,1,-110.9,0.2144
69,63,0,0,3,2,0,6,1,-65.1,0.2133
70,103,0,0,3,1,0,16,1,-126.7,0.2123
71,36,0,0,3,1,0,7,1,-77.8,0.2112
72,211,0,0,3,1,0,28,1,-158.0,0.2102
73,43,0,0,3,1,0,6,1,-74.7,0.2091
74,64,0,0,5,1,0,9,1,-76.8,0.2081
75,37,0,0,4,1,0,6,1,-72.9,0.207
76,180,2,2,4,2,0,16,1,-81.1,0.206
77,95,0,0,4,1,0,10,1,-90.5,0.205
78,71,0,0,4,1,0,9,1,-85.4,0.2039
79,107,1,1,5,2,0,15,1,-81.3,0.2029
80,65,0,0,2,1,0,9,1,-85.2,0.2019
81,52,1,1,3,2,0,7,1,-64.6,0.2009
82,10,0,0,2,1,0,3,1,-65.2,0.1999
83,136,0,0,3,1,0,8,1,-88.1,0.1989
84,103,0,0,9,3,0,10,1,-69.2,0.1979
85,11,0,0,3,1,0,2,1,-61.3,0.1969
86,180,0,0,3,2,0,28,1,-131.2,0.1959
87,220,2,2,10,4,0,17,1,-85.7,0.1949
88,45,0,0,4,1,0,5,1,-72.3,0.194
89,381,6,6,15,4,0,43,1,-130.8,0.193
90,400,4,4,8,7,0,34,0,-66.4,0.192
91,377,0,0,4,2,0,43,1,-202.2,0.1911
92,309,0,0,5,2,0,34,1,-168.6,0.1901
93,162,0,0,3,1,0,18,1,-118.9,0.1892
94,101,0,0,7,2,0,20,1,-107.5,0.1882
95,174,1,1,6,2,0,15,1,-92.5,0.1873
96,318,3,3,12,5,0,34,1,-122.9,0.1863
97,118,0,0,4,1,0,11,1,-107.4,0.1854
98,65,3,3,9,4,0,7,1,-27.2,0.1845
99,212,7,7,16,4,0,23,1,-53.6,0.1836
100,66,3,3,6,2,0,10,1,-54.2,0.1826
101,17,0,0,3,1,0,3,1,-64.1,0.1817
102,235,1,1,10,6,0,23,1,-115.5,0.1808
103,80,0,0,4,1,0,8,1,-84.8,0.1799
104,98,1,1,8,2,0,10,1,-67.1,0.179
105,41,1,1,4,3,0,10,1,-67.1,0.1781
106,12,0,0,4,1,0,4,1,-68.2,0.1772
107,6,0,0,2,1,0,3,1,-58.5,0.1763
108,371,4,4,7,3,0,29,1,-109.5,0.1755
109,68,0,0,2,1,0,6,1,-77.5,0.1746
110,194,1,1,11,4,0,19,1,-88.7,0.1737
111,85,0,0,2,1,0,9,1,-89.9,0.1728
112,230,0,0,6,3,0,18,1,-116.9,0.172
113,400,7,7,14,9,0,30,0,-25.8,0.1711
114,64,0,0,4,1,0,8,1,-82.1,0.1703
115,400,6,6,14,7,0,27,0,-38.7,0.1694
116,75,0,0,5,1,0,4,1,-61.5,0.1686
117,400,6,6,12,5,0,29,0,-50.9,0.1677
118,126,1,1,3,2,0,7,1,-67.9,0.1669
119,39,0,0,4,1,0,0,1,-57.7,0.1661
120,238,0,0,3,1,0,17,1,-120.7,0.1652
121,113,2,2,6,2,0,14,1,-76.7,0.1644
122,15,0,0,3,1,0,2,1,-61.6,0.1636
123,157,0,0,5,2,0,10,1,-86.5,0.1628
124,38,0,0,4,1,0,5,1,-71.5,0.1619
125,138,2,2,6,2,0,13,1,-74.9,0.1611
126,102,0,0,2,1,0,2,1,-69.8,0.1603
127,116,2,2,6,2,0,11,1,-67.3,0.1595
128,66,2,2,7,3,0,8,1,-50.4,0.1587
129,47,1,1,2,2,0,9,1,-68.3,0.1579
130,8,0,0,5,1,0,1,1,-44.1,0.1571
131,400,7,7,19,5,0,28,0,-11.7,0.1564
132,140,1,1,7,2,0,15,1,-76.7,0.1556
133,55,0,0,3,1,0,4,1,-73.7,0.1548
134,204,4,4,7,2,0,20,1,-84.3,0.154
135,263,0,0,4,1,0,16,1,-116.6,0.1533
136,123,1,1,8,2,0,13,1,-75.8,0.1525
137,400,2,2,5,5,0,18,0,-42.6,0.1517
138,68,0,0,2,1,0,10,1,-88.7,0.151
139,84,0,0,5,2,0,7,1,-67.6,0.1502
140,51,0,0,4,1,0,5,1,-74.0,0.1495
141,400,0,0,4,6,0,30,0,-118.6,0.1487
142,38,0,0,4,1,0,4,1,-66.6,0.148
143,400,4,4,6,3,0,38,0,-83.6,0.1472
144,67,0,0,4,1,0,8,1,-74.3,0.1465
145,135,1,1,8,2,0,9,1,-79.3,0.1458
146,354,0,0,6,4,0,20,1,-115.3,0.145
147,85,0,0,3,1,0,11,1,-91.4,0.1443
148,41,0,0,4,2,0,4,1,-56.9,0.1436
149,48,0,0,3,1,0,3,1,-67.1,0.1429
150,58,0,0,3,1,0,5,1,-72.0,0.1422
151,24,0,0,2,1,0,4,1,-70.3,0.1414
152,222,2,2,9,3,0,13,1,-67.1,0.1407
153,366,6,6,20,6,0,35,1,-96.7,0.14
154,36,0,0,3,1,0,4,1,-69.9,0.1393
155,280,2,2,3,3,0,18,1,-94.6,0.1386
156,219,3,3,11,4,0,22,1,-75.7,0.1379
157,55,0,0,2,1,0,4,1,-71.3,0.1373
158,189,1,1,3,2,0,20,1,-105.9,0.1366
159,9,0,0,4,1,0,2,1,-60.7,0.1359
160,127,0,0,2,1,0,13,1,-103.9,0.1352
161,51,1,1,4,2,0,7,1,-60.0,0.1345
162,5,0,0,3,1,0,2,1,-61.5,0.1339
163,15,0,0,5,1,0,2,1,-52.0,0.1332
164,136,1,1,7,2,0,9,1,-71.1,0.1325
165,278,0,0,4,1,0,25,1,-144.3,0.1319
166,367,0,0,7,2,0,20,1,-107.5,0.1312
167,83,0,0,7,2,0,11,1,-76.1,0.1305
168,309,0,0,3,4,0,12,1,-114.6,0.1299
169,36,0,0,4,2,0,10,1,-74.0,0.1292
170,76,0,0,2,1,0,4,1,-72.8,0.1286
171,157,2,2,8,2,0,9,1,-59.0,0.128
172,16,0,0,4,1,0,3,1,-64.0,0.1273
173,36,0,0,4,1,0,4,1,-58.1,0.1267
174,13,0,0,4,1,0,0,1,-57.4,0.126
175,32,0,0,4,1,0,2,1,-62.8,0.1254
176,9,0,0,3,1,0,3,1,-63.2,0.1248
177,161,1,1,3,3,0,15,1,-84.1,0.1242
178,111,2,2,6,3,0,9,1,-55.9,0.1235
179,341,3,3,13,4,0,21,1,-77.6,0.1229
180,56,0,0,4,1,0,7,1,-76.8,0.1223
181,358,3,3,18,5,0,17,1,-47.8,0.1217
182,400,0,0,3,2,0,23,0,-80.4,0.1211
183,44,0,0,3,1,0,4,1,-70.3,0.1205
184,24,1,1,4,2,0,2,1,-43.0,0.1199
185,101,3,3,5,2,0,9,1,-54.0,0.1193
186,109,0,0,2,1,0,8,1,-89.7,0.1187
187,119,1,1,5,2,0,7,1,-58.8,0.1181
188,385,1,1,5,2,0,31,1,-155.6,0.1175
189,163,2,2,5,2,0,13,1,-79.5,0.1169
190,60,0,0,4,1,0,6,1,-76.0,0.1163
191,109,2,2,7,2,0,10,1,-62.3,0.1157
192,400,1,1,5,2,0,18,0,-75.2,0.1152
193,20,0,0,3,1,0,4,1,-66.7,0.1146
194,400,0,0,4,2,0,17,0,-56.0,0.114
195,253,2,2,9,2,0,12,1,-72.1,0.1134
196,30,0,0,3,1,0,3,1,-64.5,0.1129
197,178,2,2,8,2,0,15,1,-83.9,0.1123
198,174,2,2,5,2,0,13,1,-77.6,0.1118
199,400,2,2,4,3,0,28,0,-68.0,0.1112
200,260,0,0,2,1,0,19,1,-137.3,0.1106
201,400,9,9,13,10,0,18,0,18.2,0.1101
202,148,0,0,3,1,0,8,1,-89.7,0.1095
203,35,0,0,2,1,0,3,1,-66.5,0.109
204,400,3,3,9,6,0,26,0,-46.9,0.1084
205,240,0,0,5,2,0,12,1,-88.2,0.1079
206,139,1,1,4,2,0,17,1,-94.0,0.1074
207,17,0,0,3,1,0,0,1,-58.1,0.1068
208,67,0,0,1,1,0,2,1,-58.3,0.1063
209,69,0,0,3,1,0,6,1,-76.9,0.1058
210,400,3,3,5,2,0,22,0,-63.6,0.1052
211,121,0,0,4,1,0,8,1,-85.9,0.1047
212,400,0,0,4,4,0,13,0,-50.2,0.1042
213,193,0,0,3,1,0,12,1,-100.4,0.1037
214,400,4,4,7,6,0,17,0,-16.0,0.1031
215,79,0,0,4,2,0,7,1,-64.9,0.1026
216,241,2,2,14,5,0,14,1,-62.2,0.1021
217,293,0,0,9,2,0,13,1,-92.2,0.1016
218,125,2,2,6,2,0,6,1,-48.8,0.1011
219,192,1,1,8,3,0,12,1,-70.6,0.1006
220,118,0,0,4,1,0,10,1,-89.7,0.1001
221,400,5,5,9,3,0,16,0,-10.2,0.0996
222,18,0,0,2,1,0,1,1,-62.6,0.0991
223,87,0,0,4,1,0,5,1,-73.4,0.0986
224,251,0,0,4,1,0,14,1,-110.1,0.0981
225,400,3,3,4,5,0,17,0,-43.8,0.0976
226,400,0,0,3,1,0,19,0,-69.4,0.0971
227,400,1,1,5,5,0,24,0,-72.6,0.0966
228,400,1,1,2,2,0,20,0,-60.2,0.0962
229,391,4,4,14,4,0,25,1,-80.8,0.0957
230,51,0,0,2,1,0,5,1,-72.2,0.0952
231,15,0,0,3,1,0,3,1,-64.5,0.0947
232,400,2,2,7,3,0,20,0,-52.4,0.0942
233,29,0,0,5,1,0,2,1,-52.2,0.0938
234,103,1,1,4,2,0,4,1,-47.5,0.0933
235,400,3,3,9,3,0,17,0,-17.9,0.0928
236,163,0,0,5,3,0,13,1,-81.8,0.0924
237,7,0,0,2,1,0,2,1,-62.1,0.0919
238,400,2,2,7,3,0,21,0,-49.8,0.0915
239,34,0,0,3,1,0,2,1,-62.4,0.091
240,68,1,1,7,2,0,2,1,-42.1,0.0905
241,400,0,0,2,1,0,14,0,-61.2,0.0901
242,400,4,4,9,7,0,27,0,-44.6,0.0896
243,357,2,2,13,6,0,9,1,-52.2,0.0892
244,26,0,0,3,1,0,5,1,-71.4,0.0887
245,135,2,2,8,2,0,8,1,-56.2,0.0883
246,323,3,3,17,4,0,18,1,-78.0,0.0879
247,239,3,3,7,2,0,11,1,-63.8,0.0874
248,354,0,0,3,1,0,16,1,-123.1,0.087
249,82,0,0,4,1,0,3,1,-56.5,0.0865
250,230,0,0,3,1,0,3,1,-79.5,0.0861
251,194,1,1,6,2,0,11,1,-72.6,0.0857
252,71,0,0,1,3,0,10,1,-76.1,0.0853
253,400,3,3,3,4,0,19,0,-33.4,0.0848
254,218,4,4,11,3,0,20,1,-76.1,0.0844
255,400,0,0,0,0,0,20,0,-78.5,0.084
256,27,0,0,2,1,0,2,1,-51.1,0.0836
257,400,2,2,5,4,0,20,0,-49.4,0.0831
258,400,2,2,13,4,0,14,0,-16.4,0.0827
259,45,0,0,4,1,0,6,1,-73.3,0.0823
260,62,0,0,3,1,0,4,1,-68.8,0.0819
261,224,1,1,8,2,0,12,1,-75.7,0.0815
262,91,0,0,4,1,0,3,1,-66.3,0.0811
263,230,0,0,6,3,0,10,1,-78.7,0.0807
264,31,0,0,3,1,0,3,1,-64.8,0.0803
265,29,0,0,4,1,0,3,1,-63.7,0.0799
266,400,2,2,8,4,0,15,0,-27.1,0.0795
267,347,3,3,15,5,0,21,1,-79.7,0.0791
268,400,3,3,5,2,0,17,0,-21.9,0.0787
269,400,3,3,3,1,0,14,0,-35.1,0.0783
270,400,2,2,3,1,0,11,0,-31.7,0.0779
271,21,0,0,4,1,0,3,1,-62.8,0.0775
272,248,2,2,6,2,0,11,1,-75.4,0.0771
273,41,0,0,3,1,0,4,1,-69.2,0.0767
274,228,0,0,4,1,0,16,1,-113.9,0.0764
275,155,0,0,4,1,0,7,1,-81.3,0.076
276,223,0,0,4,1,0,14,1,-109.6,0.0756
277,215,0,0,3,1,0,13,1,-105.2,0.0752
278,400,3,3,5,2,0,14,0,-22.8,0.0748
279,400,4,4,7,3,0,13,0,-16.1,0.0745
280,97,0,0,4,1,0,9,1,-87.2,0.0741
281,400,0,0,1,1,0,15,0,-60.6,0.0737
282,281,3,3,8,3,0,21,1,-100.4,0.0734
283,15,0,0,4,1,0,2,1,-61.0,0.073
284,269,4,4,12,5,0,9,1,-41.6,0.0726
285,400,2,2,3,1,0,12,0,-24.2,0.0723
286,16,0,0,3,1,0,3,1,-64.5,0.0719
287,125,0,0,3,1,0,5,1,-72.2,0.0715
288,219,2,2,5,2,0,13,1,-76.9,0.0712
289,400,5,5,9,3,0,17,0,-11.0,0.0708
290,400,0,0,2,2,0,11,0,-40.2,0.0705
291,284,0,0,4,1,0,15,1,-115.2,0.0701
292,36,0,0,4,1,0,3,1,-65.0,0.0698
293,400,0,0,0,1,0,10,0,-45.1,0.0694
294,205,0,0,3,1,0,9,1,-82.7,0.0691
295,400,0,0,3,3,0,27,0,-92.5,0.0687
296,35,0,0,2,1,0,3,1,-65.9,0.0684
297,400,0,0,3,2,0,11,0,-44.7,0.068
298,63,0,0,3,1,0,5,1,-72.3,0.0677
299,400,1,1,3,2,0,16,0,-38.3,0.0674
300,322,1,1,4,3,0,5,1,-59.9,0.067
301,400,0,0,3,1,0,16,0,-50.5,0.0667
302,400,1,1,1,1,0,14,0,-44.9,0.0664
303,400,2,2,4,2,0,16,0,-38.5,0.066
304,81,0,0,4,1,0,7,1,-77.1,0.0657
305,135,0,0,3,1,0,4,1,-69.9,0.0654
306,400,0,0,0,0,0,7,0,-21.6,0.065
307,225,0,0,2,2,0,10,1,-83.4,0.0647
308,38,0,0,3,1,0,3,1,-65.0,0.0644
309,327,0,0,3,2,0,9,1,-94.9,0.0641
310,96,0,0,2,1,0,4,1,-71.7,0.0637
311,227,1,1,3,2,0,12,1,-75.1,0.0634
312,400,2,2,4,2,0,8,0,-19.9,0.0631
313,254,0,0,2,1,0,13,1,-113.1,0.0628
314,400,3,3,5,2,0,15,0,-19.2,0.0625
315,363,0,0,3,2,0,6,1,-83.8,0.0622
316,400,4,4,6,4,0,16,0,-23.2,0.0619
317,400,4,4,9,2,0,13,0,-8.5,0.0615
318,400,2,2,5,2,0,15,0,-39.0,0.0612
319,184,0,0,2,1,0,7,1,-85.7,0.0609
320,365,0,0,5,2,0,16,1,-109.4,0.0606
321,400,0,0,0,0,0,8,0,-29.0,0.0603
322,400,0,0,2,4,0,22,0,-61.7,0.06
323,343,3,3,4,3,0,11,1,-65.0,0.0597
324,400,0,0,2,2,0,12,0,-50.5,0.0594
325,250,2,2,4,2,0,7,1,-58.8,0.0591
326,36,0,0,4,1,0,2,1,-62.5,0.0588
327,18,0,0,4,1,0,4,1,-66.1,0.0585
328,5,0,0,2,1,0,1,1,-59.5,0.0582
329,97,0,0,4,1,0,5,1,-72.5,0.058
330,400,1,1,2,2,0,14,0,-40.7,0.0577
331,194,1,1,3,3,0,10,1,-81.9,0.0574
332,400,0,0,3,4,0,18,0,-71.3,0.0571
333,400,1,1,2,1,0,8,0,-21.3,0.0568
334,400,0,0,0,0,0,10,0,-38.2,0.0565
335,380,0,0,3,1,0,14,1,-116.1,0.0562
336,400,0,0,0,0,0,13,0,-58.2,0.056
337,326,0,0,12,3,0,19,1,-102.8,0.0557
338,400,3,3,6,2,0,4,0,3.2,0.0554
339,400,0,0,0,0,0,12,0,-49.9,0.0551
340,317,0,0,4,2,0,9,1,-83.1,0.0548
341,261,1,1,2,2,0,8,1,-69.0,0.0546
342,221,1,1,7,2,0,12,1,-69.8,0.0543
343,400,1,1,2,1,0,12,0,-28.1,0.054
344,400,1,1,11,2,0,19,0,-35.0,0.0538
345,400,0,0,0,0,0,6,0,-20.3,0.0535
346,141,0,0,3,1,0,8,1,-85.5,0.0532
347,400,0,0,0,0,0,12,0,-54.9,0.053
348,56,0,0,3,1,0,4,1,-68.5,0.0527
349,400,3,3,4,2,0,13,0,-18.9,0.0524
350,400,2,2,3,1,0,9,0,-26.5,0.0522
351,115,0,0,3,1,0,3,1,-68.4,0.0519
352,400,2,2,3,1,0,11,0,-35.2,0.0516
353,400,0,0,0,0,0,5,0,-33.3,0.0514
354,243,2,2,3,2,0,10,1,-73.6,0.0511
355,186,0,0,3,1,0,8,1,-88.7,0.0509
356,400,3,3,3,1,0,5,0,-5.8,0.0506
357,75,0,0,1,1,0,3,1,-69.4,0.0504
358,400,1,1,3,1,0,11,0,-27.8,0.0501
359,331,0,0,3,1,0,6,1,-94.8,0.05
360,400,4,4,5,2,0,6,0,4.7,0.05
361,114,0,0,1,1,0,6,1,-79.6,0.05
362,400,0,0,0,0,0,5,0,-18.6,0.05
363,400,1,1,2,1,0,11,0,-37.5,0.05
364,244,0,0,3,1,0,11,1,-100.0,0.05
365,13,0,0,3,1,0,1,1,-59.9,0.05
366,101,0,0,4,1,0,5,1,-72.7,0.05
367,93,0,0,3,1,0,4,1,-72.3,0.05
368,289,2,2,6,2,0,9,1,-72.5,0.05
369,44,0,0,2,1,0,4,1,-73.7,0.05
370,400,2,2,3,2,0,14,0,-22.1,0.05
371,380,1,1,5,2,0,12,1,-76.5,0.05
372,400,4,4,5,2,0,10,0,-9.7,0.05
373,330,2,2,6,3,0,9,1,-63.2,0.05
374,125,0,0,4,1,0,7,1,-82.2,0.05
375,400,3,3,4,1,0,12,0,-6.2,0.05
376,400,0,0,2,1,0,15,0,-46.3,0.05
377,7,0,0,4,1,0,3,1,-61.6,0.05
378,400,1,1,2,2,0,13,0,-46.4,0.05
379,140,1,1,4,2,0,8,1,-63.5,0.05
380,114,0,0,4,1,0,5,1,-73.8,0.05
381,400,2,2,4,3,0,12,0,-22.7,0.05
382,400,2,2,3,1,0,15,0,-35.9,0.05
383,400,0,0,0,0,0,7,0,-38.4,0.05
384,400,0,0,0,0,0,8,0,-44.4,0.05
385,389,0,0,8,2,0,9,1,-88.6,0.05
386,107,0,0,2,1,0,6,1,-79.3,0.05
387,400,2,2,3,1,0,14,0,-26.5,0.05
388,400,1,1,1,1,0,21,0,-66.0,0.05
389,400,3,3,6,1,0,8,0,-10.7,0.05
390,140,0,0,2,1,0,7,1,-85.9,0.05
391,400,1,1,3,1,0,11,0,-26.6,0.05
392,400,2,2,6,1,0,9,0,-16.3,0.05
393,400,1,1,4,2,0,11,0,-41.7,0.05
394,158,0,0,2,1,0,2,1,-73.1,0.05
395,400,4,4,7,2,0,11,0,-5.0,0.05
396,400,1,1,1,1,0,16,0,-47.7,0.05
397,70,0,0,3,1,0,4,1,-71.1,0.05
398,400,0,0,1,1,0,11,0,-39.9,0.05
399,228,0,0,3,1,0,12,1,-100.7,0.05
400,400,2,2,2,1,0,9,0,-13.7,0.05
401,65,0,0,4,1,0,4,1,-68.4,0.05
402,62,0,0,4,1,0,4,1,-68.3,0.05
403,202,0,0,4,1,0,13,1,-103.3,0.05
404,400,0,0,0,0,0,9,0,-45.1,0.05
405,67,0,0,4,1,0,4,1,-71.9,0.05
406,400,0,0,0,0,0,13,0,-56.9,0.05
407,400,3,3,8,2,0,10,0,-6.6,0.05
408,400,0,0,5,2,0,11,0,-48.3,0.05
409,400,0,0,0,0,0,14,0,-62.1,0.05
410,176,0,0,2,1,0,5,1,-79.7,0.05
411,400,0,0,3,2,0,16,0,-43.2,0.05
1,9,0,0,4,1,0,3,1,-64.6,1.0
2,6,0,0,4,1,0,3,1,-63.5,0.995
3,10,0,0,2,1,0,6,1,-65.1,0.99
4,7,0,0,4,1,0,4,1,-66.5,0.9851
5,13,0,0,2,1,0,10,1,-77.1,0.9801
6,10,0,0,4,1,0,5,1,-60.1,0.9752
7,38,0,0,3,1,0,20,1,-107.7,0.9704
8,5,0,0,3,1,0,2,1,-61.0,0.9655
9,25,0,0,4,2,0,14,1,-80.8,0.9607
10,14,0,0,4,1,0,6,1,-74.2,0.9559
11,6,0,0,3,1,0,3,1,-54.1,0.9511
12,14,0,0,2,1,0,4,1,-68.8,0.9464
13,14,0,0,3,1,0,7,1,-65.3,0.9416
14,20,0,0,3,1,0,7,1,-68.0,0.9369
15,5,0,0,1,1,0,3,1,-56.0,0.9322
16,15,0,0,2,1,0,7,1,-67.3,0.9276
17,27,1,1,7,3,0,10,1,-57.3,0.9229
18,10,0,0,2,1,0,5,1,-60.6,0.9183
19,18,0,0,3,1,0,14,1,-89.1,0.9137
20,18,0,0,4,1,0,8,1,-80.3,0.9092
21,6,0,0,1,1,0,1,1,-45.1,0.9046
22,27,0,0,3,1,0,13,1,-83.4,0.9001
23,16,0,0,3,1,0,10,1,-75.7,0.8956
24,32,0,0,2,1,0,14,1,-92.7,0.8911
25,30,0,0,5,2,0,14,1,-84.7,0.8867
26,26,0,0,4,1,0,13,1,-93.5,0.8822
27,15,0,0,3,1,0,10,1,-86.1,0.8778
28,20,0,0,2,1,0,14,1,-89.6,0.8734
29,28,0,0,3,1,0,14,1,-89.6,0.8691
30,17,0,0,3,1,0,6,1,-64.3,0.8647
31,8,0,0,4,1,0,4,1,-66.1,0.8604
32,40,1,1,4,2,0,14,1,-77.4,0.8561
33,6,0,0,3,1,0,2,1,-52.1,0.8518
34,28,0,0,2,1,0,10,1,-74.6,0.8475
35,27,0,0,2,1,0,13,1,-87.5,0.8433
36,9,0,0,3,1,0,5,1,-69.6,0.8391
37,22,0,0,3,1,0,9,1,-85.4,0.8349
38,20,0,0,3,1,0,6,1,-66.9,0.8307
39,6,0,0,2,1,0,2,1,-54.0,0.8266
40,21,0,0,2,1,0,9,1,-73.9,0.8224
41,17,0,0,8,2,0,5,1,-50.3,0.8183
42,62,0,0,6,2,0,25,1,-121.3,0.8142
43,6,0,0,2,1,0,4,1,-57.6,0.8102
44,7,0,0,3,1,0,3,1,-63.6,0.8061
45,19,0,0,1,1,0,8,1,-72.8,0.8021
46,60,0,0,3,1,0,32,1,-148.5,0.7981
47,33,0,0,2,1,0,15,1,-95.7,0.7941
48,44,0,0,3,1,0,15,1,-95.2,0.7901
49,12,0,0,2,1,0,5,1,-60.9,0.7862
50,26,0,0,4,1,0,11,1,-91.9,0.7822
51,44,0,0,4,3,0,17,1,-91.3,0.7783
52,28,0,0,3,1,0,6,1,-61.8,0.7744
53,6,0,0,3,1,0,4,1,-66.0,0.7705
54,9,0,0,3,1,0,2,1,-61.7,0.7667
55,10,0,0,3,1,0,5,1,-61.6,0.7629
56,11,0,0,5,1,0,4,1,-56.6,0.759
57,15,0,0,4,1,0,9,1,-79.7,0.7553
58,11,0,0,4,1,0,5,1,-68.7,0.7515
59,192,2,2,3,2,0,74,1,-274.6,0.7477
60,8,0,0,6,1,0,4,1,-52.6,0.744
61,27,0,0,2,2,0,12,1,-80.4,0.7403
62,12,0,0,3,1,0,5,1,-60.3,0.7366
63,33,0,0,3,1,0,12,1,-85.3,0.7329
64,23,0,0,3,1,0,8,1,-72.4,0.7292
65,24,0,0,1,1,0,11,1,-81.1,0.7256
66,15,0,0,3,1,0,7,1,-66.8,0.7219
67,71,0,0,0,1,0,28,1,-147.4,0.7183
68,39,1,1,3,2,0,14,1,-81.6,0.7147
69,24,0,0,8,3,0,9,1,-61.2,0.7112
70,13,0,0,3,1,0,6,1,-64.2,0.7076
71,27,0,0,8,2,0,11,1,-70.4,0.7041
72,5,0,0,2,1,0,2,1,-62.0,0.7005
73,31,0,0,7,2,0,10,1,-64.9,0.697
74,12,0,0,2,1,0,4,1,-68.6,0.6936
75,5,0,0,3,1,0,3,1,-53.5,0.6901
76,6,0,0,3,1,0,3,1,-54.6,0.6866
77,10,0,0,3,1,0,6,1,-65.1,0.6832
78,8,0,0,1,1,0,2,1,-56.1,0.6798
79,10,0,0,3,1,0,6,1,-73.1,0.6764
80,8,0,0,4,1,0,4,1,-64.6,0.673
81,37,0,0,3,1,0,15,1,-100.0,0.6696
82,30,0,0,3,1,0,8,1,-81.3,0.6663
83,15,0,0,4,1,0,7,1,-74.3,0.663
84,55,0,0,2,1,0,19,1,-108.6,0.6597
85,25,0,0,3,1,0,13,1,-87.9,0.6564
86,13,0,0,2,1,0,5,1,-62.2,0.6531
87,40,0,0,2,1,0,9,1,-92.6,0.6498
88,21,0,0,1,1,0,14,1,-92.2,0.6466
89,18,1,2,4,2,0,6,1,-42.5,0.6433
90,17,0,0,4,1,0,6,1,-72.4,0.6401
91,38,0,0,4,1,0,9,1,-86.6,0.6369
